mere,単に。ただ、単なる。,たんに。ただ、たんなる。
employment,雇用、就職。仕事に就くこと、または雇用状態。,こよう、しゅうしょく。しごとにつくこと、またはこようじょうたい。
subtotal,全体の部分的な合計。,ぜんたいのぶぶんてきなごうけい。
dilemma,二者択一の困難な状況,にしゃたくいつのこんなんなじょうきょう
statistical,統計的な、数値に基づく。,とうけいてきな、すうちにもとづく。
versatile,多目的な、器用な、適応力のある,たもくてきな、きような、てきおうりょくのある
free trade agreement,自由貿易協定。関税などの貿易障壁を削減・撤廃する国家間の合意。,じゆうぼうえききょうてい。かんぜいなどのぼうえきしょうへきをさくげん・てっぱいするこっかかんのごうい。
divide,複数に分ける。,ふくすうにわける。
kitchenware,台所で使う調理器具や食器,だいどころでつかうちょうりきぐやしょっき
sharpen,刃物を研いで鋭くする。,はものをといでするどくする。
interest rate,金利。お金を借りる際のコストを示す重要な経済指標。,きんり。おかねをかりるさいのこすとをしめすじゅうようなけいざいしひょう。
philosophy,哲学、人生観、考え方,てつがく、じんせいかん、かんがえかた
rainforest,熱帯雨林。熱帯地方に見られる、年中湿潤な森林生態系。,ねったいうりん。ねったいちほうにみられる、ねんじゅうしつじゅんなしんりんせいたいけい。
stimulating,刺激的な、活気づける。,しげきてきな、かっきづける。
progress,発展や進行状況。,はってんやしんこうじょうきょう。
blueprint,青写真、設計図,あおじゃしん、せっけいず
isolated,他から離れ、孤立した、または隔絶した。,ほかからはなれ、こりつした、またはかくぜつした。
exceptionally,例外的に、非常に、特別に,れいがいてきに、ひじょうに、とくべつに
donation,寄付・寄贈,きふ・きぞう
disturbance,妨害、混乱,ぼうがい、こんらん
purchasing,商品やサービスを購入している、またはその行為。,しょうひんやさーびすをこうにゅうしている、またはそのこうい。
articulate,言葉を明確にする、はっきり話す。,ことばをめいかくにする、はっきりはなす。
warm,温度が快適に暖かい、温暖な。,おんどがかいてきにあたたかい、おんだんな。
dilute,希釈する、薄める,きしゃくする、うすめる
view,眺め、見方、を見る。あるものを見ること、またはあるものに対する意見や考え。例 a beautiful view(美しい眺め),ながめ、みかた、をみる。あるものをみること、またはあるものにたいするいけんやかんがえ。れい a beautiful view(うつくしいながめ)
instruct,知識や技能を教える。,ちしきやぎのうをおしえる。
vigor,活力、精力、体力,かつりょく、せいりょく、たいりょく
engagement,約束、公式な約束や契約。,やくそく、こうしきなやくそくやけいやく。
bow,お辞儀、弓,おじぎ、ゆみ
ultimate,最後の、究極的な。,さいごの、きゅうきょくてきな。
museum,博物館。歴史的な品物や芸術作品などを展示する施設。,はくぶつかん。れきしてきなしなものやげいじゅつさくひんなどをてんじするしせつ。
campaign,社会的または政治的な目的を持つ活動。,しゃかいてきまたはせいじてきなもくてきをもつかつどう。
cost-effective,費用対効果の高い、経済的な。,ひようついこうかのたかい、けいざいてきな。
staircase,階段、階段室,かいだん、かいだんしつ
clinic,クリニック、診療所,くりにっく、しんりょうじょ
debt,負担となる借金。,ふたんとなるしゃっきん。
awkward,ぎこちない、不自然な様子。,ぎこちない、ふしぜんなようす。
grind,挽く、磨る、すりつぶす,ひく、する、すりつぶす
deny,事実を否定する。,じじつをひていする。
eagerly,熱心に、非常に興味を持って。,ねっしんに、ひじょうにきょうみをもって。
stationery,文房具、文具用品。,ぶんぼうぐ、ぶんぐようひん。
infect,感染する、伝染する、影響を与える。,かんせんする、でんせんする、えいきょうをあたえる。
skid,滑る、横滑り,すべる、よこすべり
bilateral talks,二国間協議。二つの国家間での直接的な話し合い。,にくにかんきょうぎ。ふたつのこっかかんでのちょくせつてきなはなしあい。
equipped,装備した、準備された。必要な道具や能力が備わった状態。,そうびした、じゅんびされた。ひつようなどうぐやのうりょくがそなわったじょうたい。
